Latitude,Longitude,Depth,Magnitude
37.6007,-116.8063,18.3,0.7
62.1494,-149.572,15,1.1
64.6185,-147.9668,15,0.5
0.1231,123.7501,138.49,4.9
33.7666667,-115.9156667,1.83,0.98
38.6654,-118.8014,6.7,1.1
33.4675,-116.5078333,9.84,1.43
19.4271667,-155.4603333,9.96,1.5
57.7375,-154.5828,57.5,3.1
63.4988,-151.8468,15,1.8
63.5391,-151.7936,10,1.4
37.5965,-118.9453333,-0.16,0.47
33.4666667,-116.497,10.58,0.43
38.8230019,-122.7835007,1.77,1.1
38.7866667,-122.7718333,2.26,1.61
33.4526667,-116.4638333,10.61,0.57
34.293,-116.9993333,4.98,0.8
62.5244,-152.7083,5,1.5
36.2965,-120.7951667,4.96,3.34
39.5593,73.5442,10,4.5
46.572,-121.7701667,-0.39,0.72
38.477,-118.5632,0,0.1
4.9249,-82.7098,4.34,4.6
44.7423333,-111.175,7.9,0.67
52.3834,-172.8662,204.2,2.5
-31.6201,-179.8068,226.67,5
37.2068333,-121.9805,4.89,1
37.7891667,-121.9628333,7.78,1.43
-23.243,-69.41,73.9,4.2
4.616,94.702,27.99,4.5
37.5676667,-119.0121667,7.29,1.2
37.5921667,-119.0145,8.07,0.43
37.1185,-97.8408333,4.67,1.81
33.4668333,-116.5023333,10.83,0.65
12.6761,-88.8591,47.91,4.6
58.5032,-154.981,15,1.7
37.4726667,-118.849,2.26,0.9
37.5686667,-119.0143333,7.3,1.77
34.294,-117.4406667,11.59,0.91
36.2809,-97.5115,3.86,2.6
38.8363342,-122.8121643,5.2,0.56
39.962,-120.7424,7.6,0.5
37.6064,-116.8225,18.1,1.1
51.713,176.0961,25.2,3.1
18.34,146.0913,128.55,4.8
38.8853333,-122.1815,12.08,1.87
38.9281667,-122.2218333,-0.48,1.79
-8.4205,115.6452,22.37,4.3
36.2966667,-120.7921667,4.45,2.66
38.9171667,-122.2168333,2.63,1.84
62.86,-150.5687,100,1.4
61.7385,-148.2052,5,1.3
47.2893333,-122.2888333,18.05,1.79
64.7486,-149.2541,25.7,0.2
37.8596,-118.0437,0,0.9
46.201,-122.189,-1.78,0.46
37.6156667,-122.44,4.27,1.15
37.585,-118.866,3.38,0.79
37.5866667,-118.8708333,2.84,1.1
-31.735,-72.1962,17.68,4.5
40.391,-125.0896667,4.53,2.67
36.3978333,-120.9758333,5.13,1.36
43.3216667,-123.3376667,-0.48,1.1
36.4828333,-89.5391667,9.35,1.26
64.9963,-150.6413,17.7,1.8
37.3981667,-112.3315,4.88,1.65
38.8323326,-122.809166,1.57,0.88
33.4978333,-116.5261667,9.25,0.19
46.006,-112.4685,-2,1.06
18.8043,-66.8626,65,2.5
59.8484,-153.0934,100,1.7
47.514,-122.9688333,15.29,0.42
40.4986667,-111.3363333,12.86,1.28
33.8423333,-117.4911667,2.71,1.46
45.3461667,-121.681,4.36,1.54
33.6306667,-116.6796667,14.35,0.83
40.1375,-120.2192,11.7,0.6
40.1401,-120.2167,12.1,1.1
35.6721667,-117.492,6.36,1.1
46.288,-117.9151667,-0.39,2.09
18.4978,-64.5272,34,1.6
61.281,-147.7108,25,1.6
63.2939,-151.3338,5,1.1
33.1875,-116.3678333,10.19,1.24
34.6415,-117.1206667,-1.2,1.53
35.9528333,-117.6581667,3.52,1.13
35.9531667,-117.6561667,3.71,0.53
33.9515,-117.2333333,10.67,1.16
33.6268333,-117.1506667,-0.52,1.02
33.8675,-117.5061667,0.53,1.24
63.1939,-151.3293,5,1.2
36.4825,-89.5395,8.52,1.67
57.0638,-157.6476,25,1.7
49.4175,-120.5085,-0.53,2.26
39.3228333,-122.7948333,8.32,1.8
38.2642,-118.7321,9.8,0.4
37.6255,-116.8014,15.4,1.1
47.6363333,-120.3205,4.32,1.56
37.5838,-116.8038,24.4,1.1
36.211,-97.575,6.9,3.6
63.2439,-151.3315,5,1.5
36.211,-97.57,6.6,3.9
36.2137,-97.5688,6.444,3.7
64.7393,-146.7798,15,0.7
33.0998333,-117.0258333,-0.64,0.92
64.7393,-146.7798,10,1
37.1574,-117.2418,10.8,0.1
45.1715,-121.721,5.44,1.35
36.8891667,-121.6235,-0.09,1.46
45.1811667,-121.6953333,2.49,0.7
45.072,-111.734,3.5,0.53
37.6252,-116.7957,12.2,1.5
63.831,-147.6213,15,1.1
18.3355,-67.2547,32,2
18.2998,-66.7882,119,2.6
45.1783333,-121.6868333,6.17,1.51
45.1813333,-121.6941667,5.24,1.92
45.174,-121.711,6.01,1.49
35.9486667,-117.6586667,3.95,0.52
37.6006,-116.7804,17.1,0.9
64.9546,-147.3372,5,1.2
37.6038,-116.7782,17.6,0.9
45.1728333,-121.7151667,5.48,1.42
-8.0281,-73.9401,182.18,4.2
45.1791667,-121.6971667,3.45,0.86
37.639,-116.7984,16.4,1.2
37.5776,-116.8037,11.2,0.4
60.1727,-150.7386,50,1.6
45.1846667,-121.6926667,4.85,1.53
-28.0815,-177.2544,68.29,4.5
38.8343333,-122.799,2.32,1.71
35.955,-117.6561667,3.28,0.43
37.6401667,-118.8965,-1.3,0.82
38.8356667,-122.7986667,2.37,1.12
33.422,-116.4123333,14.08,0.47
63.2949,-151.2227,5,1.3
69.7401,-146.3768,5,1.7
19.0351,-64.9565,10,2.3
33.684,-116.7055,15.39,0.79
38.8354988,-122.800499,1.91,0.56
38.8096657,-122.8000031,3.29,0.95
-8.1559,117.8323,36.11,4.5
53.5354,-167.0346,79.1,1.9
19.2362,-65.1268,103,3.1
33.938,-116.0428333,4.57,0.93
45.1766667,-121.7038333,1.96,0.98
33.6728333,-116.714,15.26,0.49
65.4196,-144.7398,5,1.2
38.7916679,-122.7444992,1.27,0.86
45.1841667,-121.7018333,5.59,1.03
38.8419991,-122.8290024,1.04,0.91
47.2265,-121.5566667,8.93,0.73
41.7385,-111.587,12.35,0.68
47.5371667,-122.436,8.69,1.17
57.0389,-155.2424,5,2.5
47.6438333,-113.7018333,16.8,0.16
-16.8367,-174.6514,141.1,4.5
18.941,-64.2946,25,2.1
43.8623,-129.4009,10,3.3
34.0425,-117.0355,11.33,0.73
18.8197,-64.2638,42,2.4
34.0515,-116.7498333,2.35,0.81
37.5381667,-118.8956667,0.63,0.74
39.3383333,-122.8101667,8.58,1.72
39.3293333,-122.8018333,14.45,5.09
34.376,86.1432,10,4.3
60.7739,-147.3371,10,2.2
39.332,-122.799,11.6,1.8
39.309,-122.7843333,11.23,2.58
18.7395,-66.1364,44,2.5
39.3213333,-122.7828333,11.89,1.88
60.0478,-153.2733,125.6,3.3
39.3103333,-122.7831667,10.04,1.56
39.3136667,-122.781,11.84,1.66
39.3313333,-122.7933333,13.23,1.84
39.3396667,-122.8003333,10.77,1.86
39.3153333,-122.7853333,10.31,2.23
39.3288333,-122.7948333,16.32,2.99
63.5479,-150.7848,5,1.2
33.9833333,-116.7156667,11.36,1.43
39.3341667,-122.803,9.16,1.77
33.7091667,-116.7265,17.93,0.77
18.0172,-67.0329,12,1.9
39.3295,-122.797,11.14,1.8
33.985,-116.7191667,9.88,0.55
39.3195,-122.794,7.72,1.65
39.3138333,-122.7831667,11.5,1.57
5.5762,125.7474,133.52,5.4
62.35,-150.1076,15,1.2
33.4986667,-116.4901667,12.67,0.55
38.2651,-118.7353,9.7,0.8
39.3191667,-122.7858333,11.28,1.73
39.316,-122.7865,11.53,1.71
38.8078333,-122.8188333,2.91,0.5
39.3291667,-122.7956667,14.15,1.61
39.3261667,-122.7888333,12.41,2.23
38.2748,-118.7181,8,0.4
37.4995,-118.8436667,4.42,0.93
63.1798,-150.5364,120,1.3
63.8996,-150.3404,10,0.9
33.2628333,-116.2016667,11.16,1.42
37.5353333,-118.8948333,-0.3,0.81
32.686,-115.7323333,9.83,1.36
33.9335,-116.8323333,4.95,0.17
61.5399,-148.3215,30,1.6
60.5227,-141.3395,15,0.7
39.3103333,-122.7836667,10.09,2.04
38.8053322,-122.7639999,-0.16,0.88
39.3235,-122.8013333,7.26,1.59
40.1277,-120.2329,10.7,0.6
39.3176667,-122.7883333,10.47,2.22
39.3151667,-122.7851667,14.39,2.13
33.5026667,-116.5298333,9.47,0.21
39.3086667,-122.7855,9.46,1.89
39.3323333,-122.8015,10.58,1.69
39.3146667,-122.7835,11.94,1.7
59.581,-139.0724,5,1.8
34.0705,-117.275,10,0.63
39.3193333,-122.7958333,7.23,1.49
39.358,-122.78,5.47,2.08
35.98,-117.6831667,2.27,0.78
35.9826667,-117.6795,1.74,0.83
45.3295,-121.682,6.14,0.42
33.243,-116.3918333,4.37,0.83
33.4978333,-116.5348333,8.5,1.16
38.8135,-122.8178333,2.54,1.76
39.3223333,-122.8051667,6.97,1.62
33.4715,-116.8938333,9.84,0.24
39.3205,-122.8003333,5.76,2.16
35.9508333,-117.6583333,3.64,0.45
39.3286667,-122.8,1.59,2.3
65.0477,-150.1704,5,0.6
59.7454,-152.2752,60,1.9
33.8428333,-117.072,14.77,1.59
38.4825,-118.3879,6.3,0.1
34.0423333,-116.629,10.52,0.64
36.2147,-97.5645,6.38,3.2
61.7433,-148.6273,35,1.4
37.5353333,-118.8931667,-0.42,1.14
66.801,-154.9373,5,1.1
39.3416667,-122.8121667,7.87,1.85
38.8248329,-122.8059998,2.3,1.05
19.2008333,-155.3151667,44.259,1.88
33.8463333,-117.068,15.04,0.69
60.6779,-147.5493,15,1.4
37.6224,-116.7991,17.4,0.9
39.3181667,-122.7938333,9.69,1.9
45.1746667,-121.703,5.12,1.31
33.4821667,-116.4835,14.97,0.09
64.219,-148.011,15,1.1
59.7197,-152.0593,50,1.5
38.8238333,-122.84,0.42,2.65
38.8246667,-122.8405,1.05,2.1
38.8258333,-122.842,1.45,1.05
38.8246651,-122.8423309,0.08,1.19
65.4196,-144.7398,5,1.2
38.8271667,-122.8396667,0.84,1.07
5.6625,125.3175,71.59,4.7
-32.0802,-71.2826,84.92,5
38.786335,-122.7730026,-0.97,1.07
60.5561,-141.7571,20,1
39.3146667,-122.7801667,11.25,1.82
63.3859,-149.3808,90,0.8
33.1748333,-116.4208333,11.78,0.8
33.8675,-116.5408333,12.79,0.62
38.7791667,-122.7158333,2.17,0.6
38.8235,-122.8421667,0.34,2.14
25.0579,141.9397,10,4.8
61.8994,-149.5755,25,1.7
36.1245,-117.8531667,2.26,1.31
60.1294,-152.4171,70,1
34.007,-116.321,9.39,0.57
33.4831667,-116.4551667,12.83,0.97
34.798,-116.2918333,3.09,1.16
59.1503,-153.4851,100,1.2
34.3553,86.147,10,4.5
39.3165,-122.7885,10.04,1.88
33.495,-116.9038333,10.55,0.43
38.8250008,-122.841835,0.89,0.56
37.6505,-119.0111667,-1.04,0.35
35.2705,-118.5603333,8.59,1.08
37.628,-118.9401667,4.67,0.25
37.6296667,-118.9403333,4.73,0.85
37.6285,-118.9435,4.64,0.08
36.7791667,-121.517,6.54,0.6
33.5011667,-116.5286667,9.46,0.5
37.6303333,-118.937,5.38,0.78
37.6291667,-118.9376667,5.53,0.89
37.6363333,-118.9838333,1.58,0.5
37.6283333,-118.94,5.22,2.08
37.6271667,-118.939,5.23,1.93
33.503,-116.5305,9.62,0.17
46.8465,-121.7538333,0.02,0.5
34.3885,86.1766,10,4.3
33.224,-116.7226667,11.85,0.26
37.6375,-118.9515,4.02,0.33
37.6368333,-118.9505,3.89,0.09
18.6636,-66.5483,28,2.6
34.7115,-116.2616667,5.01,1.06
37.6331667,-118.9473333,4.06,0.02
38.3108333,-112.6185,4.51,2
37.6275,-118.9395,5.13,1.82
37.6196,-97.1033,5,2.7
35.6771,-97.1894,5,4
37.6415,-118.9555,4.11,0.03
38.7868333,-122.772,3.06,0.29
39.3436667,-122.7973333,9.59,2.06
35.9508333,-117.6556667,4.05,0.77
65.6418,-149.4239,15,0.8
37.6356667,-118.9418333,4.18,0.04
37.635,-118.9501667,3.86,0.2
59.0729,-145.252,41.4,2.7
37.188,-117.9503,12.9,0.4
36.4978,-99.163,5,2.9
38.8126678,-122.8205032,1.9,1.02
36.0201667,-120.5815,3.81,1.4
33.2521667,-116.4035,5.12,0.94
41.0481667,-121.9938333,7.26,1.85
52.846,159.4724,65.97,4.7
36.7052,-98.0959,5,2.8
46.8476667,-121.754,0.29,0.54
37.63,-118.9425,4.6,0.36
40.1473,-120.2171,11.8,0.6
37.6288333,-118.943,4.71,0.37
39.4681,73.5545,10,4.3
37.0873333,-122.008,10.57,1.56
34.0048333,-116.8671667,15.39,1.8
39.9603333,-122.7846667,8.04,3.84
39.3341667,-122.8101667,6.75,1.88
33.5036667,-116.5345,8.08,0.98
33.5026667,-116.5323333,8.78,0.93
39.336,-122.8048333,10.02,2.22
38.8390007,-122.8231659,0.98,1.12
33.4868333,-116.4398333,3.45,0.85
39.4096,-120.1231,5.5,0.3
38.2541,-118.7385,11.8,0.3
63.1458,-151.1059,20,0.9
63.2458,-151.1096,5,1.4
33.77,-115.9101667,1.36,1.02
65.3699,-144.7518,5,1.6
38.8154984,-122.8059998,2.99,1.07
37.6265,-118.938,5.05,0.91
38.2725,-118.7495,11.5,0.2
37.2258333,-117.6546667,9.96,1.16
37.2165,-117.617,7.9,0.9
37.2552,-117.5994,6.5,0.6
37.2237,-117.6199,7.7,0.4
52.1835,-166.2985,102.5,2.5
37.2465,-117.6029,6.7,0.5
33.478,-116.4866667,11.22,0.45
37.6293333,-118.939,5.32,0.86
37.234,-117.599,5.22,1.74
37.2225,-117.6133333,6.46,1.2
37.1401667,-117.6983333,1.45,0.77
36.6931667,-121.3256667,4.93,1.31
37.2488333,-117.6523333,2.52,1.4
46.342,-122.3556667,9.72,0.17
18.7468,145.6134,205.97,4.8
37.2318333,-117.6491667,10.33,1.46
39.3183333,-122.791,10.51,2.38
37.2319,-117.615,8.1,0.9
37.223,-117.6223,8.7,0.6
37.6266667,-118.9398333,4.96,1.01
37.628,-118.9393333,5.2,0.15
37.203,-117.6191,8,0.8
38.5792,-118.4422,8.9,0.9
38.804,-122.7928333,3.41,1.18
37.2113333,-117.5663333,-1,1.38
37.2216667,-117.6561667,10.17,0.59
37.2212,-117.6157,7.9,0.9
37.6293333,-118.9395,4.58,0.28
18.8043,-69.32,80.76,3.7
37.236,-117.6176667,7.24,1.16
37.2182,-117.6191,8,0.9
37.2208333,-117.6018333,5.03,1.1
18.1424,-67.388,11,2.1
33.2523333,-116.4071667,4.49,1.17
62.9914,-150.7953,100,2.4
33.5031667,-116.535,8.09,1.05
59.5101,-135.7909,5,1.5
37.2353333,-117.6345,9.27,1.39
37.2262,-117.6153,7.8,0.7
37.6723333,-119.43,4.06,1.16
37.2258,-117.6168,7.7,1.2
39.3221667,-122.7855,10.99,1.55
37.2373333,-117.6093333,6.73,1.46
-11.5143,162.053,35.39,4.3
37.2536,-117.605,6.9,0.6
60.5773,-151.9246,70,1.6
37.2291667,-117.6033333,6.24,2.09
35.6613,-97.1824,5.246,3.5
37.1975,-117.5786667,-1.17,1.18
37.1673333,-117.6753333,4.68,1.09
52.7877,159.3118,63.2,4.2
63.5314,-147.3025,15,2.1
37.214,-117.6206667,6.28,1
-17.7464,-178.7591,583.34,4.3
37.2127,-117.6214,7.9,0.9
38.8243332,-122.7818298,-0.19,0.5
37.3258333,-122.1033333,-0.32,1.21
-30.747,-71.407,46.2,4.6
41.8822,-119.6607,11,1.8
36.038,-120.6118333,4.51,1.69
39.0019,-118.4043,9.7,2.3
46.2821667,-111.5916667,-2,1.32
62.5731,-150.6819,180,1.3
35.6261667,-118.3926667,3.83,0.76
64.6428,-146.9119,10,0.7
38.8323326,-122.8040009,1.09,0.44
33.9665,-116.7306667,17.47,0.96
39.2272,-120.0775,9.7,0.5
34.3413333,-116.8775,-1.54,1.21
34.3438333,-116.8895,-1.43,1.2
64.9546,-147.3372,5,1.1
33.719,-116.8288333,15.31,0.37
37.2179,-117.6182,7.7,1.1
46.848,-121.7568333,0.18,0.41
61.8496,-150.3177,5,1.4
38.8273315,-122.8426666,0.74,1.1
37.2226667,-117.6203333,7.42,1.35
62.6206,-148.6874,60,1.8
37.1861667,-117.6375,4.33,0.79
36.5163333,-117.8383333,11.5,0.64
37.028,-121.2045,-0.22,1.42
38.914,-122.2068333,-0.46,1.5
65.4246,-144.8594,5,1.4
38.7820015,-122.7358322,0.42,1.15
4.7153,126.771,61.05,4.5
60.3092,-152.4214,100,1.7
32.6325,-116.9591667,-0.21,1.53
33.7153333,-117.3401667,-0.52,1.19
38.8098333,-122.8243333,2.44,1.58
59.7554,-151.3788,6.9,1
35.8721667,-90.1301667,11.13,2.41
33.837,-117.1686667,-0.49,0.8
33.6495,-116.7323333,14.32,0.84
33.6453333,-116.7325,13.82,0.19
33.6505,-116.7355,14.29,0.42
33.648,-116.731,14,0.6
33.9553333,-117.2315,7.98,0.31
38.8113333,-122.8235,3.04,0.7
33.5041667,-116.5335,8.86,0.28
36.2597,-115.4139,15.6,1.9
34.3381667,-116.8853333,-1.41,1.15
19.083,-64.816,48,2.4
38.8154984,-122.8150024,2.59,0.54
18.9008,-64.7624,46,2.3
18.4062,-64.9845,47,2.1
2.9042,128.5503,228.74,4.6
62.0695,-150.9124,70,1.8
39.323,-122.7993333,7.97,1.7
33.647,-116.7306667,14.98,2.74
33.655,-116.7235,15.43,1.43
49.1081667,-122.2513333,-0.92,1.29
38.822834,-122.8470001,1.45,0.76
48.9451667,-120.6663333,11.25,2.59
40.1445,-120.2188,11.9,1
36.5555,-121.0778333,8.78,0.79
38.824501,-122.8433304,0.29,0.94
32.7715,-116.1686667,8.4,0.95
37.6166,-116.8048,16,0.9
-20.6547,-175.308,52.68,4.9
65.0045,-147.3303,5,1.2
35.0428333,-117.6783333,-0.82,1.52
-22.1175,171.1944,57.92,4.7
61.654,-146.4189,20,1.6
37.634,-118.9385,6.01,0.38
33.3445,-116.9355,15.42,0.96
33.6623333,-116.7225,15.79,0.72
33.6611667,-116.7216667,15.56,0.83
19.8381667,-155.3576667,31.231,1.89
59.8164,-152.9079,105.3,1.5
37.6291667,-118.9375,5.57,1.33
37.6321667,-118.94,5.02,0.39
33.5028333,-116.5321667,9.23,0.55
37.5969,-116.8133,17.3,0.9
52.8016,-169.5285,20.7,1.5
60.1555,-151.9671,69.2,1.2
68.5065,-146.7595,1.8,1
61.2789,-146.6074,9.9,1.5
61.4606,-151.3652,69.3,1.7
60.1307,-153.4151,154.5,2.2
18.165,-68.591,119,3.3
51.4633,-177.8138,38.2,1.6
34.4396,86.2437,31.5,4.7
38.8341675,-122.800499,2.09,1.1
37.6047,-116.7939,16,0.4
35.9817,-114.8176,0,1.6
33.6685,-116.7683333,11.01,0.96
18.2105,-64.7754,21,2
33.5018333,-116.532,7.75,1.17
33.6526667,-116.7068333,14.67,0.45
37.6278333,-118.9383333,5.23,1.55
63.2174,-150.7422,133.2,1.2
45.1825,-121.688,2.62,1.11
37.6291667,-118.9413333,4.57,0.12
51.5763,-175.8142,22.9,1.3
40.3575,-124.4738333,15.82,1.94
33.6816667,-116.7955,15.48,1.02
36.7673333,-121.3978333,6.8,0.96
62.4981,-149.3759,58.6,1.4
61.5718,-151.113,69.4,1.6
44.7591667,-111.0858333,14.09,0.98
39.8445,-123.5111667,4.17,1.83
39.3295,-122.796,8.99,1.71
39.3158333,-122.7905,9.17,1.77
39.8411667,-123.5076667,4.73,2.21
37.6323333,-118.9393333,4.74,0.67
51.424,-178.4164,28.3,1.5
37.6067,-116.7831,17.6,1
38.8339996,-122.7996674,2.25,0.56
39.8395,-123.5061667,4.76,1.79
63.2237,-150.7109,123.1,1.2
61.2503,-147.7788,0,1.4
39.3171667,-122.785,7.02,1.64
39.3296667,-122.8063333,8.11,1.78
61.7435,-149.7278,37.8,0.9
36.567,-121.0943333,8.48,1.01
63.568,-151.7647,18,0.2
63.0838,-151.5083,8.1,0.6
53.9427,-164.8509,65.4,1.7
33.1933333,-116.013,9.13,0.89
61.195,-147.7142,0,1.4
51.9703,-169.0866,13.9,2.4
54.0373,-164.2127,53.9,1.7
38.8313332,-122.8031693,1.12,0.88
38.8320007,-122.8034973,1.51,0.73
60.2945,-152.3039,95.2,1.6
19.4033333,-155.6156667,2.732,0.67
37.4185,-115.9659,7.1,0.6
61.3785,-154.0609,13.8,1.2
18.6208,-67.0544,67,2.7
33.6198333,-116.6718333,12.6,0.29
51.0139,-173.8699,20.8,2
39.3245,-122.7903333,11.59,1.94
37.6125,-122.4473333,3.93,0.63
18.3316,-67.0029,19,1.7
59.1721,-136.9447,5.2,2.4
53.8647,-166.649,9.1,0.4
52.105,-173.2046,78.2,2.5
38.2561,-118.7271,11.3,0.3
38.3795,-118.8982,15.6,0.7
66.4673,-148.2577,13.9,0.7
38.8264999,-122.8174973,4.4,0.56
37.899,-118.0915,3.4,0.9
60.3756,-143.12,6.8,1.2
60.6203,-153.2565,160.4,1.4
61.7086,-146.2654,21.1,0.9
16.677,-98.8651,27.09,4.7
64.9721,-148.9042,14.7,0.5
19.2158337,-155.4654999,38,1.89
34.2255,-117.4516667,11.62,1.25
40.4481667,-121.4736667,7.44,0.19
40.449,-121.4735,7.3,0.19
37.63,-118.9386667,4.91,0.37
59.792,-151.9534,76.3,1.5
62.885,-150.8943,91.6,1.3
17.9279,-68.9422,103,3.4
59.7933,-153.0949,99.4,1.5
33.0185,-116.3483333,7.89,0.98
53.6866,-166.937,2.2,0.7
34.0838333,-117.298,16.05,0.84
38.8373337,-122.8408356,1.96,1.04
57.3268,-156.7701,1.2,2.1
36.7271,-118.0209,0,0.4
38.7786674,-122.7236633,1.69,0.64
63.2774,-151.2538,1,0.2
38.4865,-87.8511667,17.85,2.48
38.7985001,-122.7611694,0.34,0.98
47.7303333,-122.8458333,17.52,0.87
59.9063,-152.9496,104.8,1.4
59.8088,-152.9813,104,1.2
63.1932,-151.3403,10.7,0.8
33.6543333,-118.3808333,9.1,1.63
60.6864,-144.4572,1,1.1
33.5226667,-116.5138333,13.42,0.29
61.6231,-150.2161,8.3,0.9
54.8503,-159.7898,13.7,2.2
51.4494,-176.5659,29.7,1.3
36.6818333,-121.3196667,4.88,1.3
61.4154,-146.7621,28.3,0.9
34.2368333,-116.7428333,9.25,1.21
18.9785,-67.9486,62,2.7
46.6123333,-119.8443333,6.47,0.88
33.2223333,-116.7221667,12.22,0.53
14.5678,-93.6409,42.22,4.6
62.9267,-151.2793,108.5,1.3
36.1692,-96.9792,7.56,2.6
60.163,-141.1062,1,0.8
38.2669,-118.7355,8.1,1.5
37.6278333,-118.9386667,5.21,0.38
63.3968,-149.6182,104.9,1.2
60.5694,-151.9193,77.8,1.1
33.6501667,-116.7238333,15.09,1.43
37.6373333,-118.9416667,5.42,1.3
37.6365,-118.94,5.57,1.26
37.6385,-118.9408333,5.2,0.33
36.5778,-12.5912,10,4.7
16.6194,-98.8835,10,4.9
63.1648,-150.7916,8.6,0.7
54.1582,-164.1905,38.6,1.6
36.0928333,-118.3531667,13.74,1.26
64.6473,-147.0245,9.3,0.3
33.6743333,-116.7656667,11.88,0.66
38.6668,-118.7987,9.9,0.9
35.9518333,-117.6581667,3.03,1.12
38.8231659,-122.8434982,0.47,1.08
33.2258333,-116.0883333,8.28,1.06
38.8083333,-122.8011667,1.78,0.46
62.4097,-148.0968,52.3,0.7
58.1782,-153.5219,30.8,1.1
39.3193333,-122.788,10.86,2.19
36.5253333,-117.8378333,12.66,1.5
32.6446667,-115.363,17.32,1.46
32.658,-115.3723333,16.69,1.43
7.7304,93.7171,51.81,4.8
33.2013333,-116.0291667,7.02,1.17
34.0191667,-117.2208333,15.02,0.48
34.0156667,-117.5435,3.86,0.76
60.8044,-146.6773,15.7,1
-5.5654,150.2472,90.46,4.7
34.068,-116.7255,10.13,0.67
34.0086667,-117.1845,13.81,0.78
61.4749,-150.2518,45.5,1.1
38.8260002,-122.7624969,1.71,0.38
37.2987,-115.2433,3.2,0.8
38.6662,-118.7981,7.9,0.9
64.2881,-150.6534,8.9,0.9
63.1057,-150.5032,104.8,1.7
33.5078333,-116.5488333,9.53,0.19
46.1938333,-122.1796667,0.73,0.5
53.029,-166.8546,41.7,2.1
33.9051667,-118.3683333,13.73,1.65
34.4801667,-116.5096667,2.47,2.13
33.7053333,-116.7171667,16.26,0.55
40.1429,-120.2151,11.7,0.4
37.5238333,-118.8156667,0.01,0.52
32.5611667,-116.1745,9.85,1.35
34.2385,-116.7426667,9.83,1.32
36.6108333,-121.2105,2.33,1.13
33.0406667,-116.446,7.92,0.67
19.4191667,-155.631,4,1.49
36.6921667,-121.3405,3.86,0.9
63.5271,-150.9872,13.2,0.7
63.5643,-150.7527,3.5,0.8
33.9313333,-116.8266667,6,0.23
34.481,-116.5091667,4.15,1.98
33.2335,-116.0763333,9.77,0.79
37.628,-118.9371667,4.54,1.57
37.6301667,-118.9386667,5.38,2.6
37.6316667,-118.938,5.56,0.64
37.6308333,-118.9441667,4.5,0.35
37.6303333,-118.9433333,4.86,0.13
37.6295,-118.9403333,5.28,1.62
33.502,-116.5283333,10.04,0.29
38.8424988,-122.841835,1.74,0.57
63.3121,-151.3592,1.3,0.6
63.0631,-151.4004,1,0.4
36.713,-117.2401,9.2,0.3
58.2393,-152.8407,53.2,1.3
34.1031667,-117.6055,10.02,0.64
61.4006,-149.7811,40.2,0.8
52.2032,-173.3885,221.2,3
37.634,-118.9468333,4.21,0.08
53.7732,-164.8109,65.9,1.5
59.5866,-153.4804,113.5,1.6
37.627,-118.9403333,4.13,0.04
37.6285,-118.9418333,4.86,0.72
37.6296667,-118.9398333,4.69,1.19
35.8053333,-121.3808333,6.14,1.64
37.603,71.7045,114.3,4.5
54.2577,-161.3909,26.7,1.8
60.3377,-151.8161,72.4,1.7
39.3183333,-122.7905,11.13,2.25
37.6385,-118.9516667,3.92,0.19
37.6358333,-118.8873333,6.11,1.09
37.6371667,-118.8856667,6.24,0.32
64.6424,-149.1288,14.8,0.5
37.6355,-118.9485,4.21,0.32
37.6335,-118.9505,3.37,0.05
37.6295,-118.9431667,4.37,0.07
37.6273333,-118.9401667,4.96,1.15
37.6278333,-118.9406667,4.89,1.22
51.4839,-178.1267,12.3,1.9
33.4183333,-116.6103333,7.95,0.68
37.6288333,-118.9428333,4.62,0.64
33.5168333,-116.5501667,8.71,0.59
63.2394,-150.1951,106.1,1
37.6343333,-118.9486667,3.56,0.18
19.208,-155.4516667,39.183,1.81
37.6315,-118.9445,5.01,0.33
53.7985,-164.1819,46.4,1.6
40.1373,-120.215,11.6,0.8
61.1281,-151.805,75.8,1.1
38.0013333,-122.2916667,5.91,1.14
37.6291667,-118.8886667,6.73,0.05
34.0448333,-117.2568333,13.82,1.44
37.6283333,-118.9393333,5.09,0.39
40.0491,-119.6321,11.1,0.3
53.1372,-167.1051,25.6,1.3
59.9464,-140.2046,9.7,2.2
37.631,-118.944,4.73,0.37
63.534,-150.8498,8.8,1
51.4496,-177.5111,23.4,1.8
37.6356667,-118.8865,6.04,0.77
-4.0096,129.2294,49.07,4.5
60.61,-143.2116,2.8,1
37.2896667,-97.6086667,6.51,1.85
20.8635,144.6655,180.44,4.4
38.4722,-118.351,4.3,0.1
39.3211667,-122.7761667,12.73,1.92
33.032,-116.4248333,3.45,0.95
59.7875,-153.2308,108.6,1.5
62.4782,-151.3,92.8,1
36.1856667,-118.1136667,2.25,1.84
59.8852,-152.8785,99.7,1.5
61.607,-146.4722,43.1,1
38.27,-118.7417,6.3,1.1
61.5356,-141.358,3.5,1.7
38.8178329,-122.7948303,2.51,0.73
38.7915,-122.7533333,0.41,0.87
38.7873333,-122.7498333,1.36,1.07
57.1781,-157.9139,24.5,1.7
60.5329,-150.6201,44.1,1.2
33.477,-116.5156667,13.52,0.6
38.8008347,-122.822998,1.98,0.89
60.6312,-143.1957,16.4,0.6
38.8306656,-122.7505035,0.64,1.18
45.717,-112.1275,9.03,3.24
